text,labels
ليك ملا خنزير.يلعن شرفك وشرف اهلك يا ابن الصرماية يا كلب السفارة @url,1
@user @user هذا اي نوع من الحمير لا أظن من خنازير بني صهيون على الأرجح,1
برااااااااااااا يا خنازير,1
@user @user بول البعير,1
كلمتي لاعراب الخليج البعران المدمنون على بول البعير #انيصحوامن #سباتهم #ويعواتماماان الشعوب تغلي من افعالهم,1
هو حصل باليوم الوطني زي العام او حصل زيادة عليه سواقة حريم !!عن العام,1
بس الخلاصة أنتوا أوسخ من الوسخ؟,1
@user @user أنتم يا خنازير الخنزيرة يا قناة الفتن والتحريض قصفتوا المنطقة العربية بتحريضكم وتزيفك… @url,1
@user @user والله حتى المجوس والبوذيه اطهر منكم باقتلة أطفال اليمن والعراق وسوريا,0
@user ما يقوي النقطة الثانية هو ترحيل الافارقة بالباصات من الشمال الى وسط المغرب.,0
فيديو لى حمار يهجم على رجل وهو يحاول التحرش به واغتصاب: @url عبر,1
@user @user هذولا خنازير متعودين على الكذب بايعين ضمائرهم واقلامهم ونباحهم كيف تبي يستقلون؟ مين ي… @url,1
والسلع #بايرة لولا اختلاف الشفوف,0
هذا قبل مايحطوا الطوق في عنقه خنازير قطر والقناة .....تحول لكلب نابح شف التحول للكلاب عندما ترمى لهم العظام النتنه.… @url,1
@user @user تتصور انك فعلا انسان وسخ .. مصر تظل تاج راسكم ياكلاب,1
@user @user خنزير يرتوت لخنزير,1
@user @user @user أوقفوا الحرب يا خنازير أقفوا إجرام آل سعود يلعنكم ويلعن المساعدات التي تقدموها,1
@user @user روينا دعائك يا متبرجه,1
@user @user سد بوزك انت..وروح اشرب بول البعير انت والملك تبعك...واذا ما شبعتوا من بول البعير..منستض… @url,1
لعل هذا الامر يظهر حالة المجتمع الذكوري اللي دابحينا فيها كل ما دق الكوز بالجرة.. اما ظاهرة التحرش او الاغتصاب بأي… @url,1
@user @user خلق بول البعير الأعراب امثالك اما نحن خلق الله لنا اعين مائها عذب يشتهيد لها النفس ال… @url,1
@user @user كيف تقولون على ترامب خنزير اونتم عندكم اكبر قاعدة عسكرية له؟! الله يلعن حليب الحمير الي سوا في عقولكم كذا,1
@user @user @user خنازير تتبع جرار ... هذه حال الرافضه بأختصار ...  بعقيدتكم ندينكم ...,1
@user @user @user @user هذا هو مستواك يا شارب بول البعير ...مستواك لا يبلغ اخمص قدمي ويمك… @user,1
-ما بغيتيش خلي دينمها تبقا بايرة,0
@user @user كل الكلام اللي قاله هذا الكائن صحيح لكنه عندما يتحدث عن المصريين فهو يقصد خنازير النظام و… @url,1
@user @user @user بول البعير و اثاره !!!!!,1
انما اطلق هذاالمسمى من قبل اهل البدع وافكار منحرفة لانه يدعوا الي التوحيد واتباع السن…,1
ونبي يا جماعه محدش يشتم تركي ال شيخ عشان بيتقمص و الحريم بتوعه بيزعلو,0
@user وشو المعيار الي يخلي البنت متبرجه ام لا ؟,0
لا تسكتي  إذا تعرضت للابتزاز أو التحرش، لا ترتكبي جريمة الصمت,0
من قال أن الوطن لم يمت بموته فـ لينظر لـ خنازير الحوثي وخط…,1
@user @user الشعب الايرانى المسلم والذى لا ينحاز الى عبدة ال البيت والفرس .اللهم انصرهم على خنازي… @url,1
@user @user @user خنازير وخونة وارهابيين وعملاء وأولهم الخنزير الاكبر حسن البنا وولي عهده اله… @url,1
حضيرة خنزير اطهر من اطه…,0
لا بارك الله في الحمدين خنازير الارهاب @url,1
فرنسا تدعو لإنشاء مراكز لعبور اللاجئين الأفارقة في ليبيا @url,0
@user @user @user @user الله أكبر يالانجاز الخارق ، كاشفة ، متبرجة ، جالسة مع رجال مو محارم لها ،… @url,1
@user @user انت قلت يا كثر قصص التحرش انا معاك فعلاً عن التحرش و التحرش في كل مكان ولكن هل الفتاة بين هؤلاء… @url,0
طبعا تعريف التحرش هو اداة حيويانية يستخدمها الذكور بشكل اكبر من الايناث لغايات ابراز الرجولة وتربية الاهل المخرضمة… @url,1
@user @user هههه ال سعود اشرف منكم كلكم يا خنازير,1
لو فعلاً بيهرب كان هرب لدولة اوربيه مش عربيه يحكمها خنازير ايران هؤلاء اكذب من ابليس ومن ص… @url,1
بس ياكثر قصص التحرش بالاطفال,0
#في_بلادك_تقدري  بالوطن العربي التحرش اذا كان لفضي او باللمس او تحرش جنسي شائع جدا وما فيها البنت تخرج من البيت اذا… @url,1
كل اجنبي وسخ منحط في هيئته وصفاته وشكله وخلقه وسلوكه... خنازير!!! @url,1
@user @user خنزير صادق افضل من خنزير عميل ياخميني الخنازير لكن مت بغيظك انت امام السعودية العظمى,1
عدي قدام عيني كدا حد كاتب طيب ما يمكن كتر الكلام في التحرش والتوجه العام دا مش مؤامرة لتمكين المرأة-بكره الكلمة بس… @url,0
لان الحريم عسل,0
لأنكم بلد دعارة الكل يحبكم لكن كم ستصمدون يا شاربي بول البعير @url,1
#وش_رايك_بالكذاب الدين الوهابي دين منكوس لا يعتقده الا كهنة بول البعير,1
دا بالظبط السبب ان احصائيات التحرش والاغتصاب في البلاد العربيه اقل من بره @url,0
خليك ع بول البعير اطيبلك @url,1
@user @user ههههههههههه ههههههههههه ههههههههههه بد تعتبر نفوسكم رجال  يا خنازير لو كنتو رجال ماجبتو مرتزقة م… @url,1
ليس الان و لكن عندما يحين الوقت سوف تندمون علي كل التهزيق اللي انتو مهزقهوني كاني بايره ده,0
كلامي لبنات حاطه صوره بنت متبرجه أو عارية,1
@user @user ماشفنا هاشتاقات وترند ابناء الوطن والدين يصورون مع متبرجه ولا تبروا منهم وقالوا متجنسين,1
@user @user @user الحمد لله مايشربون بول البعير ويعتبرو سنه لك انتو وهابيه دينكم هجين,1
بول البعير أطهر منكِ ومن كل إباضي خنزير,1
هههههههههههههههههههه بول البعير يضاهي الكحول بالنسبة للسعوديين,1
@user @user @user @user لما تبحث عن أصل قوم أعز وأطهر منك ونسيت أصلك يا شارب بول البعير… @url,1
@user @user ههههههههههههههههههههههههههههههههههههههههههه وسخ,1
@user @user هههه اعرف ان الحقيقه دائما مؤلمه وبعدين بول البعير افضل من بول المجوس ولا كيف وانا… @url,1
