#,type,text,label,aggregatedAnnotationConfidence,annotator1,annotator2,annotator3
428,C9, ياعم اتنيل  ... انت نصاب وبتاجر بهموم الغلابة,1,0.7143,-1,-2,-1
430,TWEET,"""الشعب اصدر حكمه النهائي على مبارك منذ  25 يناير، وحكم الشعب أقوى و أبقى . العار للطغاة وان أفلتوا من العقاب . والمجد للشهداء ولو أنكروا دمهم"" ",1,0.7143,-1,-2,-1
431,C1,حمتتشين حبيبي طير انت الناس العفاريت بتتنطط ادامهم فبلاش تتعور يلا حبيبي طير انت دلوقتي,1,1,-1,-1,-1
432,C2,حمضين ماتقوم تتطمن على سيشوارك,1,1,-1,-1,-1
433,C3,واطي واحدة بس ده واطي واطي يعني والغريبة غاوي يتشتم ده مريض ده ولا ايه حمدين غاوي يتهزأ سبحان الله,1,0.7143,-1,-2,-1
434,C4,بيشتغل عميل يعني ايه بيشتغل ايه ؟؟؟ عميل يا ابني عميل,1,1,-1,-1,-1
435,C5,"""كلنا معاك وكلنا في الميدان حانستقبلك بأغنية طَلَع البغلُ علينا و عندي مسدس 6 مل أجيبه وأعمَّرُه وأضربك بالجزمه توفيراً للرصاص""",1,0.7143,-1,-2,-1
438,C8,"""انزل يا حمدين واوعدك حتكون شهيد وتقابل الشهداء  وحياه امي لو شفتك لعملها""",1,1,-1,-1,-1
440,C10,والتيتا في النانا والنانا في التيتا والبابا اوبح اه البابا اوبح,1,0.6429,-1,-1,-2
441,TWEET,"""كل ليلة تمضي تعمق معرفتي بهشاشة هؤلاء الأقزام ، وتصغرهم في عيني أكثر #الرئيس""",1,1,-1,-1,-1
446,C5,"""كم انت محترم يا شريف يا مخلص   هؤلاء احقر من اقزام انهم جردان تخاف النور ولا تعيش الا بين مجاري االكواليس!""",1,1,-1,-1,-1
447,C6,لن ننسى أطفالنا الذين يتمهم الانقلاب الصهيونى,1,1,-1,-1,-1
449,C8,"""ههههههههههه يحي حامد نٌكتة بجد كٌتقمص جينات العبط من مرسي طيب اقزام وهحاول اصدقك لما اقزام فشختكم يبقي انتم حشرات طبعاَ""",1,0.6667,-1,-1,-2
461,C9,انت بردو اسأل امك علي ابوك الحقيقي يا خلفة العناتيل,1,0.6667,-1,-2,-1
466,C3,كل عام وانت رمز الاحرار ياريس ..كل عام وانت جايب للعبيد حرقان,1,1,-1,-1,-1
469,C6,"""هههههههههههههههه طيب وازيك وازي  امك  في السجن وبيتوت  وتلاقي القطيع مصدق ان ده فتحية بن سنية :)""",1,0.6667,-1,-2,-1
472,C9,ثورة آيه قصدك ثورة الاٍرهاب ماانت مسكت البلد سنة خربتها وقعدت على تلتها وغير كده دخلت الأسلحة واستقبلت ايران .,1,1,-1,-1,-1
477,C3,بحور جراح ؟!؟ هو انت بتكتب بمناسبة الفالنتين !!؟ متخلف برة و محبوس ومعين مدير حساب .. يالهوى بجد,1,0.6923,-1,-1,-2
478,C4, تحية الي البلهاء من التنظيم الدولي للإخوان,1,0.6923,-1,-1,-2
481,C7,حسبي الله ونعم الوكيل فيك يامرسي انت وجماعتك القذره يا خونه,1,0.6923,-1,-1,-2
483,C9,هههههههه يعني مهيطل وهو برة المرشد راكبه وعامله برافان وهو محبوس بردوا مركوب وعاملينه برافان لا والخرفان بتامن احييه يامصر,1,0.6923,-1,-1,-2
484,C10,الشعب المصري جبان خنوع لا يملك الشجاعة للمواجها و اسرائيل معها حق تدعس علي رؤوسكم مرسي له الله و ليس انتم,1,0.6923,-1,-1,0
487,C2,هو السؤال ياتري هو اللي بيكتب الكﻻم ده وﻻ الجماعة هما اللي بيكتبولوا برضوا وهو استبن حتي علي تويتر,1,0.6667,-1,0,-1
489,C4,"""أهلا بأمير المؤمنين  والله أن حذائك يسوى السيسي وداعميه ومؤيديه  لن يخذلك الله ولن يخذلك الشرفاء""",1,1,-1,-1,-1
490,C5,"""امير المؤمنين مره وحده !!!!!  اللهم اشفهم من مرضهم  اللهم اشفهم من خيانتهم للامة""",1,1,-1,-1,-1
498,C2,يالﻻ من هنا ياأهطل,1,1,-1,-1,-1
499,C3,والله زمان يا بن الهبلة  ، يلا قوم معاد جلسة الكهرباء,1,1,-1,-1,-1
501,C5,لية بتساعدوة ...لما تعملوا ريتويت للعميل الخائن لكلاموة الاخرق الحيوان,1,1,-1,-1,-1
504,C8,من كبانيه مأمور السجن شخصيا يا ياسمين,1,0.6429,-1,-2,-1
505,C9,"""يا آدمن يالطخ الشعب العظيم هو اللي خلع الخروف مرسي . . اتفوووووو ياجماعة وسخة  #تحيا_مصر #حركة_بلدنا""",1,1,-1,-1,-1
506,C10,مصيرك وباقى الخراف الضالة هو الأسودمن قطارالسكةالحديد بتاع زمان .. جزاء خياناتكم وإرهابكم .. ياقتلة,1,1,-1,-1,-1
508,C1,"""انت يا مرسي ضد المحتل الغاصب يا سنكوح  يا بقحتك شوف الصور وبلاش تعمل فيها بطل وكلام فارغ""",1,0.6429,-1,-1,-2
512,C5,"""اسمك النهاردة كان بيرج الشوارع يا ريس، كل النور ما يقطع مصر كلها فنفس واحد كانت بتهتف ""الله يخرب بيتك يا مرسي!""""",1,1,-1,-1,-1
520,C2,الله يفك اسرك يا انسان بمعنى الكلمه هم لا يستحقوا شخص مثلك كيف يستبدل دكتور مثقف حافظ لكتاب الله بابن يهوديه,1,0.6429,-1,0,-1
522,C4, أنت أكبر خائن بتحكيمك الديمقراطية الكافرة وإستبعادك الشريعة الإسلامية.. والله إنك لخائن للأمانة,1,1,-1,-1,-1
523,C5,أنتم هكذا ... تصارعون أخوتكم في الإسلام و تدعمون الفاسدين كالسيسي و من على شاكلته ... قبحكم الله,1,1,-1,-1,-1
527,C9,يعني أحداث الاتحادية دي إجراءات ثورية ،!!!!؟؟  تصدق ظلمتك امرسي . #بصقه_بحجم_السماء قبحك الله انت وشرزمتك المجرمة,1,1,-1,-1,-1
528,C10,ملعون ابو كذبك الشعب مقتلش في بعضه..انتم الي قتلم وحرقتم المسلمين,1,0.6429,-1,-1,-2
534,C5,أهو فش غل هعمل إيه يعنى,1,0.6667,-1,0,-1
535,C6,صحيح هوفي ذروة ثورته.ولكن على من يرهبه ويقتل جيشه ممن خرج من عباءة جماعتك الخبيثه التي انت باب خيشها.واستخدموك حتى لقيت مصيرك,1,1,-1,-1,-1
541,C1,الاعلام بيفضحكم عشان كده بتهاجموه,1,0.6429,-1,0,-1
542,C2,"""سلام عليكم@Lamees_Alhadidi  أسأل الله تعالى أن يفضحك في الدنيا ويفضحك على رأس الخلائق يوم القيامة""",1,1,-1,-1,-1
545,C5,ايه الكلام العبيط دا!!,1,1,-1,-1,-1
549,C9,سيبك انت .كنت مسخرة يا ريس الله ينور وبرضو كالعادة مفهمتش اى حاجة =)) .. الخلاصة انك بتأكد اهمية رحيلك يوم 30... وصلت يا برنس,1,1,-1,-1,-1
550,C10,تواضروس كاذب ومتامر لعنة الله عليه,1,1,-1,-1,-1
552,C1,سهل أوي إن أي شخص يبقى جبان ، يضربك ويجري ، بالضبط زي ما بيعمل أي حيوان !!,1,0.6429,-1,-2,-1
556,C5, انا لا هولع ولا حاجة.. شوفي الحسيني اللي عمللي بلوك مسكين.. هيموت نفسو من كثر ما خاد على قفاه,1,0.6429,-1,-2,-1
558,C7,مادام بتشتمي يبقى انتي من فصيلة الحسيني المفضوح. نفسي أعرف ليه كلاب السيسي ما فيهمش واحد مؤدب.,1,0.6429,-1,-2,-1
560,C9,محروقين منك علشان انت معلم عليهم وفاضحهم هو ده تمامهم قلة الأدب  ... اوعي تزعل نفسك لو خرج العيب من أهل العيب يبقي عادي,1,0.6429,-1,-2,-1
562,TWEET,٢٠ خروف ب ٨٠ قرن ( علامة رابعة ) واقفين قدام مقر إقامة #الرئيس #السيسي في #نيويورك بيشتموا كالعادة و قالك اعداد غفيرة :) #مصر #تحيا_مصر,1,1,-1,-1,-1
565,C3,حضرتك ليه حاطط صورتك؟ مش الصورة اللي عالشمال دي صورة حضرتك برضو؟,1,0.7143,-1,0,-1
566,C4,والله انتي ادرى  اكيد بتشوفي اللي على اليمين لما بيروحلك بالليل ولا ايه؟,1,1,-1,-1,-1
567,C5,وكام خروف بكام قرن رافعين صورة السيسى وبيهتفوا طمنا ؟؟,1,0.7143,-1,0,-1
574,C1,"""اهدى بس عشان أول لما ها يدعوا لتعديل الدستور أنت أول واحد هاتقول نعم""",1,0.6429,0,-1,-2
575,C2,ضحكتي يلا على اساس انك حقاني أوي ده انت اكبر منافق شوفته ف حياتي يامعرض 😑 قال ايه كنت بحترمك😷كتك القرف مطبلاتي,1,0.7143,-1,-1,0
576,C3,عملتلي بلوك يامطبلاتي 😂😂😂 كتك وكسه,1,0.7143,-1,-1,-1
577,C4,أنت غبى با حسينى...كيف سيتم تفعيل المادة الخاصة بتحديد حد أدنى كنسبة من الدخل القومى للانفاق على الصحة ...,1,1,-1,-1,-1
578,C5, فعلا لعن الله المنافقين سوري يا يوسف انت اللي قلت,1,0.6429,0,-1,-1
579,C6,انت يا إما كنت عارف انه دستور مش كويس وبطبل ليه تبقى منافق ..وإما لسه مقتنع إنه كويس بعد ما رئيسك قال غير كده تبقى جاهل,1,1,-1,-1,-1
580,C7,وربنا يلعنك فاكر حلقة امبارح,1,1,-1,-1,-1
582,C9,"""الشيطان أحمد شاهين نعى الدستور دا من سنتين في اتصال مع عمرو أديب .. أعلن وفاته قبل مولده  ما تقوليش فلك   لعب كبار الإنس""",1,1,-1,-1,-2
583,C10, انت اول المنافقين والاعلام يجب ان يتتطهر من امثلكم,1,1,-1,-1,-2
586,C2,اشد من كده هيطلع من بقك يا آه يا آه,1,0.6923,-1,-2,-1
588,C4, انت وصولي ومطبلاتي مع اي حد وكل حد,1,1,-1,-1,-1
593,C9,الله يرحم اول ما ظهرت وكان شكلك تحفة لا لبسك متناسق ولا افكارك ..كل اللوم على باسم يوسف اعطاك شهرة لا تستحقها ...,1,1,-1,-1,-1
610,C4,"""يعنى انتى مش هتاكلى لحمه هاتقدرى انتم اكلتوا مصر جت ع اللحمه يعنى انه لا يفلح الظالمون""",1,0.7143,0,-1,-1
612,C6,"""ومين يقرص ودن تجار الوطن محتكرى صكوك الوطنيه من اعلاميين و سياسيين و عسكر  يا  ابن العلمانيين""",1,0.6429,-1,-2,-1
615,C9,كداب و شكلك مقضيها سيمون فيميه,1,0.7143,-2,-1,-1
623,C6,"""لا فرق بين نفايات بيروت في الشارع واعلام مصر في الفضاء كلهم  زبالة""",1,0.5556,-1,-1,0
624,C7,وما دام امثالك يتقدمون ركب الامة، فلن ينصلح حال الامة,1,1,-1,-1,-1
625,C8,روح انت حررها  كلم السيس يحررها يقولون إنه بطل,1,1,-1,-1,-1
626,C9,دلوقتي اللي افتكرت تتكلم عنها يا شيخ اتلهي,1,1,-1,-1,-1
627,C10,مش هو ده الواد الحسيني بيحاول يفهمنا انه مثقف هه ماشي,1,1,-1,-1,-1
629,C1,"""انا لو منك أكتب مقال ناري عن فهمي هويدي وتسميه""هويدي والشيزوفرينيا""(:""",1,1,-1,-1,-1
631,C3,فهمي هويدي هو أحد خوارج العصر كلاب النار واللذين يتاجرون بالدين والدين منهم براء هؤلاء لاوطن لهم ولا دين لهم,1,1,-1,-1,-1
633,C5,الحق يا چو .. جددوا تصريح الخطابة للمعتوه برهامي 3 شهور,1,1,-1,-1,-1
634,C6,الغريبة انك مش فاهم ان رباط حذاء فهمى هويدى بكل الأرجوزات امثالك,1,1,-1,-1,-1
635,C7,ماذ تتوقعون من أشباه الرجال وماذ تتوقعون من إعلام تلفون العملة,1,1,-1,-1,-1
636,C8,ولماذا انت تنتقد كل من يعمل على استقرار مصر بحجة حكوك الانسان والحيوان بطل تسخين وحرب على الشرطة والجيش ومصر منك لله,1,1,-1,-1,-1
637,C9,ومن انت كي تنتقد الاستاذ الكبير فهمي هويدي ... لكنه يستحق تطاولك لانه خاف من بطش ديكتاتور انتم كلابه,1,0.6667,-1,-1,-2
638,C10,كمان الأستاذ فهمي هويدي قامة سياسية كبيرة ايش دخل الاقزام اللي زيك,1,1,-1,-1,-1
641,C2,هتحيا ازاى ول ما اشكالك متصدرين اعلامها,1,0.6667,-2,-1,-1
644,C5,هو ده اخرهم.لكن فشل ساحق فى كل شىء خلال ستين سنة,1,0.6667,0,-1,-1
646,C7,....عسكر فاشلون ..وانتم ايها الاعلاميون كاذبون ...مش محتاجين طائرات ...الناس محتاجة تأكل ...وتشرب ...احناعندنا طائرات كثيرة,1,0.6667,-2,-1,-1
647,C8,واكلنا ايه نشرب عليه ميه؟؟ اللي معاه قرش محيره يجيب سرب طيارات ويطيره!!افادتوا الشعب الجعان بأيه،علمتوهم وسكنتوهم فين؟؟,1,0.6667,0,-1,-1
648,C9,السيسي اشتري الرافال وسافر في اكتر من دوله علشان العالم يعترف بدموي زي السيسي بالمناسبه انا كنت سيسي لكن شوفت طبل وقمع وزمر,1,0.6667,0,-1,-1
649,C10,طبل تعيش عارض تتوقف,1,0.6667,0,-1,-1
651,C1,تغير الاسامي مبيرجعش حق رابعه العدويه اسم كبير مش متسمي عشان الاخوان .. ما هو ده تمامهم ومتنسوش تقفلو محطة السادات ..,1,0.75,-1,0,-1
652,C2,"""النائب العام لم يكن محامى الشعب لم يحارب قضايا الفساد بل سيتم التصالح مع حسين سالم وعصابة مبارك هيادى انجازات السيسى""",1,0.75,-1,0,-1
654,C4,ده الي بيسموه شغل حموات لامؤخذة,1,0.75,-1,0,-1
655,C5,ان شاء الله كده المكان سيتطهر من الرجس الأخواني بعدما حوله الأخوان الي مرحاضاً كبير لقطاع طرق وهاربين من احكام,1,0.6667,-2,-1,-1
656,C6,انت اهبل ولا شكل كده هو بتسميه الميدان ربنا بينسي الحق اتقوا الله ستحاسبون وهتترمي ف قبر لوحدك هتقابل ربنا ازاي,1,0.75,-1,0,-1
658,C8,احسن بالعند فى اخوانا البعدا,1,1,-1,-1,-1
659,C9,انت اخيب مل أنجبت ماسرر,1,0.5833,-1,-1,0
663,C2,هؤلاء رجال دين ؟؟؟!!!  شيء عجيب ... هم عبيد للسيسي فقط ...,1,1,-1,-1,-1
665,C4,علماء السوء,1,0.6667,-1,0,-1
666,C5,خاف ربك يارصد لم نسمع هذا الاسفاف الا على موقع رصد,1,0.6667,-1,0,-1
667,C6,عمم على رمم,1,0.6667,-2,-1,-1
669,C8,الله يخدهم ويريحنا من اشكالهم,1,1,-1,-1,-1
671,C10,القراءن - جامع شامل - هو دستورى - اما هؤلاء الزنادقة وامثالهم سحقا لهم - سحقا,1,0.6667,-2,-1,-1
674,C2,هذا الشعب - الا قليلا - يستحق السيسي وما دونه,1,1,-1,-1,-1
678,C6,ربنا ينتقم منك ياشيخ,1,0.7143,-1,-1,-2
679,C7,ده انت دنييي,1,0.7143,-1,-1,-2
681,C9,عمركم يااهل مصر ماراح تشوفون اكلب من السيسي نذل وحقير لابعد درجه,1,0.7143,-1,-1,-2
682,C10,الله بنتقم منك السيسي شوية وهايفرض ضرائب على الهوا اللي الشعب بيتنفسه وضريبة لانهم لسة عايشين,1,0.7143,-1,-1,-2
686,C3,مستنقع زباله,1,1,-1,-1,-1
689,C6,لم أكن أتصور أنّ مصر اليوم بهذه الو قاحة....لعنة الله على الليبرالية .....يا أهل مصر أفيقوا...قبل أن تحل الكارثة..,1,1,-1,-1,-1
690,C7,اصلا من يحكم مصر ومن يحرك مصر هم الفسقه ومن يقدم مصر للعالم ويشوه صورتها اعلامها اصبحت مصر للاسف دوله منحطه بسببهم وبسبب تشويههم,1,1,-1,-1,-1
691,C8,شخصيه معفنه,1,1,-1,-1,-1
693,C10,لازم يشغلوا البقر المصري بقضايا تافة مثل حزب الزور الي يقول المراء تجامع زوجها بعد الموت,1,0.75,-1,-1,-2
695,C1,اصبري شويه حترقصي في مجلس الشوري محتاجينك هناك يا ريسه,1,0.6154,-1,-1,0
696,C2,فنانة مين ياعم... هو كل عاهرة صارت فنانة وللا آيه ؟؟؟,1,0.7692,-2,-1,-1
699,C5,ههههه دي دعاية انتخابية يا جااااااهلة,1,0.7692,0,-1,-1
701,C7,طارق النهرى لكن انت اوسخ منهم,1,1,-1,-1,-1
703,C9,"""سما المصري كانت الأمل الوحيد للترفيه وأمتاع طرابيش مجلس النواب  سما المصري تقصد في تصريحها مخرج العري والدعاره خالد يوسف""",1,1,-1,-1,-1
704,C10,والله حرام دي تتمنع اومال حنتفرج على مين يا كلاب,1,1,-1,-1,-1
705,TWEET,"""#رصد | بعد قرار وضع صور #السيسي على الحملات السياحية.. ""فيس بوك"": عقبال قطونيل""",1,0.7143,0,-1,-1
706,C1,"""وساعتها بقي هيقولوا في الاعلان #القطن_بيتكلم_بيادة :)""",1,0.7143,0,-1,-1
707,C2,من صناديق الزبالة - الى حملات السياحة,1,0.7143,0,-1,-1
708,C3,الجاسوس الامريكي وكل اسرائيل موشيه السيسي,1,1,-1,-1,-1
709,C4,"""يستحق هذا الرجل التكريم المناسب له و يليق به ان توضع صوره على جميع الملابس الداخليه  نيالك يا عم السيسي....""",1,1,-1,-1,-1
710,C5,ايه الشرباااات ده ؟بتقولوا اي هبل في اي حته ،انا صعبان عليه الناس اللي مقتنعه بالهلفطه دى بس معلش ،قليل الحيله معدوش غير الهلفطه,1,0.7143,0,-1,-1
712,C7,يعني دي سحنه تجيب سياحه يا ناس ؟ دي سحنه تجيب مرض بالكتير,1,1,-1,-1,-1
713,C8,يعني دي سحنه تجيب سياحه يا ناس ؟ دي سحنه تجيب مرض بالكتير,1,1,-1,-1,-1
721,C5,غبي ضيع مصر,1,1,-1,-1,-1
722,C6,ياخد جائزة الهبل فى الكلام ياشبكه زباله,1,1,-1,-1,-1
723,C7,هو كان ممكن ياخدها بس فى الشرعية ........اكتر واحد قال الكلمة دى فى خطابه ....حافظ مش فاهم هههههههههههههههه,1,1,-1,-1,-1
724,C8,لهى سلم على قلبه يأخد اجله هو وعشيرته كلها نوبل مين لمرسى بطيخة..,1,1,-1,-1,-1
726,C10,ارجو ان لاينالها لأنها جائز ة مشبوهه فلم ينالهاالامن باع قضية.  دينه اووطنه,1,0.6667,-1,0,-1
732,C5,ومتى يفيق الإخوان من وهم عودة الحلوف مرسى,1,0.6429,-1,-2,-1
739,C1,ربنا ينتقم منك با عميل اﻻمريكان,1,1,-1,-1,-1
740,C2,خاف علي نفسك خلاص اخرك رصاصه بالنسبه لاي حد بيعترض علي كلام من السلطه الحاليه,1,0.7143,-1,0,-1
741,C3,كلب و  ﻻ يسوى,1,0.6429,-2,-1,-1
742,C4,روح في داهية,1,1,-1,-1,-1
744,C6,"""ربنا ينتاقم منك ومن أمثالك  خربتها وسلمتها للعسكر بغباءك انت وأمثالك""",1,1,-1,-1,-1
746,C8,عميل وانكشف  ولو راجل امشى فى اى شارع مصرى,1,0.6429,0,-1,-1
747,C9,سنوات سوده علينا وانت بتنعم بالدولارات ومش فارق معاك,1,0.6429,0,-1,-1
748,C10,خيانه وعماله انت اهبل صح ولا غلط,1,0.6429,-2,-1,-1
751,C2,ياواد يا مؤمن,1,0.6429,-1,0,-1
755,C6,امكانياتك تسمح لك بانتاج افلام هابطه وكلها اسفاف يامتخلف,1,0.6429,-1,-2,-1
756,C7,غضب ربنا باين على وشك,1,1,-1,-1,-1
757,C8,"""ازاي واحد متخلف عامل افلام اباحيه ويعمل افلام دينيه ، ياخى منك لله ومن امثالك  اتفووووووووو  عليك""",1,0.7143,-1,-1,-2
758,C9,معقواله االسبكي  اكبر مخروج   في  مصر مش  معاها  سيواله انتاج فلام ديني,1,0.7143,-1,-1,0
760,TWEET,#رصد | قناة CBC تصف قتلى اليهود بالشهداء.. وأبو خليل: إعلام صهيوني,1,0.6923,-1,0,-1
761,C1,يا جماعة هذه القناة CBC قناة مسثمرين صهاينة بإدارة مصرية,1,0.6923,-1,0,-1
765,C5,ربنا ياخدكم,1,0.6923,-1,-1,-2
766,C6,غلطة معد بدليل انه وصف الفلسطيني بالشهيد برده بس يا عيني الاخوان و دلاديلهم افلسوا نهائيا و مش لاقيين حاجه يقولوها,1,0.3846,-1,0,-2
767,C7,ليس جديد على اعلام العار حتى اعتذارهم ان صح لدرء الرماد عن العيون,1,0.6923,-1,-1,-2
770,C10, الا لعنة الله على الانقلابيين انهم يهدموا ثوابت عشناها وتربينا عليها اجيال متوالية ان الصهاينة مغتصبون لارضنا العربية وهم قتلة!,1,0.6923,-1,-1,-2
772,C1,عملاء الأمن يا حقير؟ لو عملاء يبقو تبع أجهزة أمن بلدهم.. إنت تبع أجهزة أمن مين يا حقير؟ أمريكا ولا فرنسا ولا ولا؟,1,1,-1,-1,-1
773,C2,بقولك ايه يا مدام نفرتاري ممكت تقرقشي جذر حالتك هتتحسن,1,0.7647,-2,-1,-1
775,C4,إذا كنتى امرأة فأنت اقذر واغبى النساء,1,0.7059,-1,-1,-2
776,C5,لازم تقول كدة يا حقير، ان كنتو بتحتقر مصر نفسها مش هتحتقرو اللي يدافع عنها..اتفووو بلوك,1,0.7059,-1,-1,-2
778,C7,زعلان عليها دى كدة هترقصلك لوحدك . الشعب شبع رقص خلاص وشبع تدليس وخلط للحقائق وكذب لتحقيق مصالح شخصيه البلد بتنضف ولسه هتنضف !!!,1,0.7647,0,-1,-1
779,C8,و ليه مكتبتش عن رفض اوراق احمد عز ولا انت بتلعب على أجندة الحريات يا عميل ، اللي زيك ما يستاهلش يشم هواها اساسا,1,1,-1,-1,-1
780,C9,كلام ملتوي يراد به وصم المرشحين بما لا يمكن إثباته ، مجرد محاولة إتهام بدون معنى .. عيب عليك انت مفروض اديب,1,0.7647,0,-1,-1
783,C1,والله يوم ما يسجونك لوزع شربات علي البلد كلها والله ربنا يريحنا من اشكالكم دي للابد يلعن يناير علي مجايبها مع اني نزلت فيها,1,1,-1,-1,-1
786,C4,هتعيش عميل وتموت حقير,1,0.6667,-2,-1,-1
788,C6,انت اكبر عميل ضد الوطن ياريت يعتقلوك انت ونرتاح منك,1,1,-1,-1,-1
790,C8,فلتذهب إلى الجحيم أنت وكرمان وأيمن نور وحمزاوى والمرزوقى والبرادعى وكل من يسير فى ركابكم ومن هو على شاكلتكم ، يا لئام مصر,1,0.6667,-2,-1,-1
791,C9,انت توهمت انك كاتب والمعلوم لدى الجميع أنك سارق ، خائن تخون وطنك من أجل حفنة من الدولارات ، ياحقير ، تأكل على كل الموائد,1,1,-1,-1,-1
792,C10,يسقط حكم العسكر,1,0.6667,-1,0,-1
793,TWEET,الامنجية و المرتشون والفاسدون و القتلة والجلادون..كلهم يؤدون الحج وتنهمر دموعهم خشوعا.الدين عندنا مجرد استيفاء اجراءات منفصل تماما عن السلوك,1,0.6154,-1,-1,0
794,C1,ياريتك تبص فى المرايا وانت بتقول الكلام ده,1,0.6154,-1,-1,0
795,C2,انتم من اكتر الناس حاربتو وجود اي مظهر سلوكي حقيقي للدين في حياتنا ووصلتو الرقاصات لابواب البرلمان ،،وخليتو الدين فعلا علي ورق,1,0.6154,-1,-1,0
797,C4,نقطنا بسكاتك.وعقبالك,1,1,-1,-1,-1
801,C8,ياشيخ روح انت وافكارك القذره ده حتي كلمة دكتورخسارة فيك الناس اللي زيك افسدواكل حاجة حلوة حتي التوبه هتدخل فيها,1,0.6154,-1,-1,-2
802,C9,المفروض إلى زيك ميتكلمش يا خاين يا عميل يا ابو قصص قذره,1,0.6923,-1,-2,-1
803,C10,انت منافق,1,0.6923,-1,-2,-1
806,C2,انت ليك وش تتكلم يا أقذر شخصية فى تاريخ مصر,1,0.7143,-1,-2,-1
807,C3,ولعها ولعها سعللها شعللها جاين في اي نصيبه وخلاص جتك القرف,1,1,-1,-1,-1
808,C4,"""ماتخرس بقى ياسى عيﻻد ماحدش طايق وشك خﻻص،،،اتفو ال وانا اللى كنت بسمعك وقت مجيده العره؟ كنتو مففلن""",1,1,-1,-1,-1
809,C5,هو انت مش مصري زينا ولا اة خاين وميهكش البلد المهم عندك الكلام الفارغ  امك عند امها,1,0.7143,-1,-2,-1
811,C7,"""يا راجل كله فدا البلد فييين أيام أتوبيس المدرسة بتاع مرسى وكان شايل كراسته ورايح مدرسته الأدب حلو مافيش كلام  #وديتونا_ف_داهية""",1,0.6429,-1,-1,0
812,C8,ايه الجديد ما دا العادي !!!!! وطن مليان بالعفن,1,0.6429,-1,-1,-2
814,C10,خلاص ياعلاء دورك انت وأمثالك وأسيادك انكشف خلاص يانخبه يامأجورين.روح اعملك طقم اسنان اكرم لك ولا نسيت المهنه,1,1,-1,-1,-1
817,C2,قصدك اغلبية الرقاصين اللى نزلوا رقصوا وطبلوا قدام اللجان,1,1,-1,-1,-1
819,C4,طيب سؤل للأخ عولاء يعقوبيان الدستور اللي اتعدل ايام جماعة الخرفان دة مش كان بموافقة امك ولا يا شوية معرصين متتكلموس في شأن مصري,1,0.6667,-1,-2,-1
821,C6,بس ياحرامي الروايات خليك بره مصر تتلقي تمويلك ياقذر ياوقح,1,0.6667,-1,-1,-2
822,C7,تسقط أنت وانقلابك العفن .,1,0.6667,-1,-1,-2
823,C8,مرحبا بيك في اوسخ دولة في العالم يا دكتور علاء اتفضل نورتنا والله,1,0.6667,-1,-1,-2
824,C9,اتنيل جتك نيله هو انت لسه عايش وتلقط كلمه قالها رئيسنا وتعلق,1,1,-1,-1,-1
831,C5,وأنت ابن العلمانية دعمت وشاركت بمقالاتك في قتل المصريين في شوارع وميادين مصر.. صحيح ولا لا.. أنت قاتل أيضا,1,1,-1,-1,-1
833,C7,أنت يا لاعق جزم القتلة انزي و اصمت,1,1,-1,-1,-1
834,C8,مافي غيرك يحكي ياحيوان انت وسيد ك البيادة  السيسي انتو شو قدمت لسوريا غير الدعم بصواريخ صناعة مص يا بس تفو عليكون كلاب والايام,1,0.6429,-1,-2,-1
835,C9,نت واذنابك تصرفوا ملايين الدولارت لأجل نشر الشرك,1,1,-1,-1,-1
840,C3,ايها  الثقيل الرزيل العسير علي نفسك واهلك ان وجدت اللجنة مخالفات اهنت بلدك وان لم تجد طهقت من ربك ماذا انت النار تأكل داخلك,1,0.6154,-1,-1,0
841,C4,ان لم تفعل لا نصدق انك انت اعتدنا منك مخالفة ع طول الخط يبدو انك رضعت من خبث وتربيت ف اسوء بيئة صنعوا منك كرهاً ونفورا. صرفك ربي,1,0.6154,-1,0,-1
842,C5,صارت ملامحك بلون غباءك وغارت بؤرالرزالة ف جبينك تنفر منك كل خلقة اللهم احمينا واهلينا مما ابتليت به راغماً لا مرغما فالسماجة عشق,1,1,-1,-1,-1
843,C6,عقبال لما تشرف فيه قريب ..ده مكانك الطبيعي ياخاين ..ياكلب الاخوان,1,1,-1,-1,-1
844,C7,امك يا اهبل,1,0.6154,-1,-2,-1
846,C9,اقل حاجة تتقال لك انك راجل معرص برخصة,1,0.6154,-1,-2,-1
852,C4,انت خنزير وحيوان يا علاء بالمعرض,1,0.6429,-2,-1,-1
856,C8,اتكلم عن نفسك ..عيلاء مين ده الي بتفتخر بيه مصرده مجردرد طفيلي حقير ولاادب ولافن ولاوطنيه ولا حاجه خالص ..,1,1,-1,-1,-1
857,C9,هو انت ليك عين لسه اتغرد طب احنا عيال وجداد على السياسه انت ينضحك عليك ازى فى سنك ده وتتلخبط ولسه بتغرد بع كل الاعدامات استحى,1,0.7143,-1,0,-1
859,TWEET,الحكومة تتسبب في غرق الناس باهمالها وفسادها ثم تترك جثثهم في النيل ضغطا للنفقات واذا اعترض اهلهم قمعتهم الشرطة.الحيوان لا يستحق هذه المعاملة,1,1,-1,-1,-1
860,C1,وأين أيزنهاور مصر يا أسواني؟  هل كنت ساذجا أم غبيا,1,1,-1,-1,-1
861,C2,#مصر أيها المثقف المتلحف بـ قيم زائفة ؛ لقد طبختم السُم كي يتجرّعه #الإخوان فـ تجرّع الوطن بأسره ما طبخت أيديكم...,1,0.6667,-1,0,-1
