,id,label,3-Class,6-Class,text
185,1175157572548071424,0.0,C,C,"@Rim980 @man_of_country الشعب الجزائري الحر الواعي لن يخدعوه بحكم العسكر كما فعلوا بالإخوة المصريين 
شعب الجزائر لا يرضى بالعبودية إما الحرية أو الحرية 😍"
188,1169577173843238912,0.0,C,C,قلة الحرص والطمع تورث الصدق والورع، وكثرة الحرص والطمع تكثر الهم والجزع. إبراهيم بن أدهم زاهد صوفي عربي
189,1159457593305313280,1.0,H,NH,@khalsih1 التوانسة شعب الذل و الغش معروفة عليهم ... لا سياحة لا إقتصاد لا دين لا ملة هههههههه
191,1113708931900166144,0.0,C,C,"لا توجد مراقبة جادة من وزارة التجارة في الأسواق. الشنط والمجوهرات المقلدة تباع في أفخم الأسواق التجارية عندنا! 
بالمقابل في أوروبا التقليد يباع في بسطات  الشارع بشكل مهرب من قبل الأفارقة المهاجرون، و يعد بيع مغشوش وعليه غرامة دولية"
192,1153756151009484801,0.0,C,C,"السبب الاساسي لكثرة التطاول على الدين المسيحي هي اننا دين محبة وتسامح

سنبقى متسامحين ومترفعين عن كل الاساءات

لن نحقد لن نكفّر لن نهدر دم لن نقتل لن نكره لن نمنع لن نرجم لن نجلد لن نقطع رأس احد

هكذا علمنا السيد المسيح وهو غلب العالم بالمحبة والتسامح

وثقوا اننا سنغلب العالم"
193,1145097321430097920,0.0,C,C,"@Falcon21810931 بني تميم قبيلة كبيرة جدا  منتشرة في كل الوطن العربي 
لكن يبقى اصلها نجد وتبقى قبيلة نجدية اكثر اعدادها في السعودية حاليا 

على كل حال انا وصلني مايرمي اليه
كلما كرهوا شخص قالوا عنه عراقي 
وكلما احبوا شخص قالوا عنه نجدي

اما مسألة يسرقون طفل من العراق ويقولون هذا ابننا فعجب العجاب"
196,1178284408899604480,1.0,H,NH,"#عبدالعزيز__بداح_الفغم
الفلسطينيين في كل مره يثبتون أنه لا أحد ينافسهم على لقب أقذر شعب 
شماته واستهزاء وتشفي لم نرى ذره منه ضد الصهاينه الذين ينتهكون أعراضهم وهم ينظرون 
بعض الشعوب لاتستحق إلا الدعس https://t.co/SXa8OhCyBa"
197,1130974264499351553,1.0,H,GH,الله يلعن جنس الذكور ليوم اللعن
198,1141450544214683648,0.0,C,C,@MedhatOwis @mohammeb9262611 @TurkiShalhoub للعلم بس ما معي ولا جنسية معي جواز سفر اردني مؤقت ومعي هوية اسرائيلية مؤقتة والحمدلله
199,1122835122749943808,0.0,C,C,"@Taleb_Elm من تقصد بالجامية؟ ياريت توضح للناس من هم, هل تقصد السلفيين أهل السنة أم ماذا؟ . وأيضا اعطينا أبرز الشيوخ وعلماء الجامية الأحياء حاليا...
غفر الله لك وهداك للحق ."
200,1152097912882716673,0.0,C,C,"@oman1_news نحن العمانيين طيبين... شعب ما يوصل ٣ ملايين.. ولا بيوت ولا أراضي ولا معاشات
يجيك خبر..
 ان العمانيين اعلى الرواتب بين دول العربيه... 
ويجيك خبر.... 
عن الرؤيه ٢٠٤٠ والمستقبل المشرق... 
ويجيك خبر.
عن المنجزات اللى كنا نتوقها من قبل سنة ٢٠٠٠
ومازال الشعب يعاني"
201,1124759380216492032,0.0,C,C,@moon_z11 مصريي ولا تقولي ما تحبي المصارية جربي وما راح تندمي الجزئين الاولى موجودة باليوتيوب شوفي اللقطات واحكمي😂🌚
203,1138569564550246401,0.0,C,C,"انا مش كئيب يخوان انا واقعي او أردني بالأصح 😂😂
يا ريت نفهمها"
205,1152363429304426496,0.0,C,C,شوفوا اكتشفت العيال فله ويضحكون اكثر من البنات 🏃🏻‍♀️
206,1118617437761626112,1.0,H,RG,"@ABDULL696 ساجيبك نيابة عن الشيعة الوثنيون
طبعا عندهم خربلاء احسن من المدينه المنوره. لأنهم ليسوا مسلمين و هم مبغضين للنبي صلى الله عليه وسلم 
من شك في كفرهم فهو منهم 
واسأل الله العظيم ان يحشره معهم و مع اليهودي بن سبأ في قعر جهنم بإذن الله"
207,1138813249103769600,0.0,C,C,@alshref1985 و كل هذا باسم الحرية! و مساوات حقوق المراءة بالرجل و القادم ادهى و امر
208,1122470946932129797,0.0,C,C,"@ali673i @abumosab1157 لا تعمم فليس كل تركي صوفي 
وليس كل الدوله العثمانيه سيئه فلها وعليها"
209,1120439967640162304,1.0,H,RG,"@fGfSbazjJyeBadu @GodWod12 @meriamsyria @alli860h @JohnKirollos @truth_isthere والله وبالله وتالله وقسما بالله العلي العظيم إن الحيوان   يكرم  عنك 
لأن الحيوان ليس مشرك ولا نصراني ولا يهودي 
الحيوان يعبدوا الله تعالى ولا يشرك به شيء 
فالحيوان أفضل وأسمى منك لأنك لست مسلم   .?"
210,1165560381613531136,1.0,O,O,@Bandaralshafi @mohdalsowaidi7 😂😂 😂 😂 😂 اولا الف طقعه فيك وفي السويدي وبوناصر علمكم علوم العرب على أصوله يالزبالة وثانيا وللمره المليون نقولكم مقاطعه ماهي بحصار ووالله ياليتهم حاصروكم جد كان تسنعتو عدللل يافروخ حمد بن خليفة
212,1139826919556468741,1.0,H,NH,انعل صمكم يا سعاوده حشرات من غير عقول
215,1142493739706925057,0.0,C,C,"نحن السوريين شعب مثقف متعلم فينا المهندس والطبيب فينا المثقف الواعي فينا الكاتب والروائي فينا العالم العلاّمة وفينا البطل المحارب المقدام ...فينا السياسي الذي يلاعب العالم على اطراف اصابعه ، فقط نفتقد للوحدة والعمل الجماعي بروح الفريق الواحد وتحطيم "" الأنا"" لتحيا "" الجماعة """
219,1158881854533120002,0.0,C,C,ذحين ليش اخش تويتر احصل الحريم يتضاربو مع الرجال والعكس .. مستحيل مودكم مو المفروض احنا عايشين سوا ولا ايش الهرجه!😢
221,1171416656301764608,0.0,C,C,ذي الفتره مبلطه بحسابات العمانيين ابي اكتشفهم طلعوا زيينا طبيعين عادي يتذمرون وينتقدون ويطقطقون على وضعهم بكل أريحيه يعني مش زي ماكنت فاهمه ان ماعندهم حرية تعبير او شعب مطبل
222,1155397534862458880,1.0,O,O,"@iambaderkhalaf شاذ ومخنث وابن كلب يا شرموط 
يا حسافه علي البدو والعرب والنخوه والرجوله"
224,1142836557294055429,0.0,C,C,@HashKSA المراءة كفو في هاذ الوقت شف الأشناب وش تلبس وش تسوي في الخارج والداخل يستاهلون النساء لكم نرفع القبعه اثبتو جدارتكم
225,1126906174291496960,1.0,H,NH,@Twet_9 البلد مليان مصارية في كل شبر من السعودية موجودين في اي قطاع شغلة تخطر ببالك تلاقي فيها مصري .. ياليت الدولة توقف هجرة المصارية الى السعودية
226,1152686549223583745,0.0,C,C,@Mohammad_Zakri @turki1 هههه ذكرتني بمدير مبيعات أردني، يقابل مع لبناني مندوب مبيعات، وسأله تصلي الفجر جماعة؟
227,1135610197358125056,0.0,C,C,"@MaysonMustafa إيش الغباء الي عايش في انتا العالم العربي في المسلم الملحد الكافر الفاجر المسيحي اليهودي 
قول كل عام و الأمة الإسلامية بخير"
228,1140394508196220928,0.0,C,C,@11Drx @littlebananna @witchyahabibi لمن يجي اجنبي ويتكلم عنا في المسلسلات ب هذا الشكل هذا يشوه صورتنا. بس لمن يجي احد منا يسوي مثل ماسوى ناصر القصبي في مسلسلاته عن السنه و الشيعه وداعش بالعكس بنصفق له ونطبل له بعد
229,1130499914595803139,1.0,H,RG,"@AimanSaleem1 @GhadaFadl54 @Buenen كذبت يا دجال
أنت إباضي منافق تستخدم التقية كأسيادك الخوارج المارقين أهل الشق والخرافة"
231,1130985571550224385,0.0,C,C,@rahaf84427714 @mz1mz2i @Chris14982795 @JS101158 @rehanna83 هذا كان سابقا.. من كم سنة واغلب البنات كاشفات وجوههم ولا احد أمرهم يغطوها
232,1148345582622298114,0.0,C,C,@Efron_Mk هناك عربي مسلم..وعربي مسيحي وحتى عربي يهودي وهذا إنتماء للجغرافيا أو مايسمى العالم العربي وهو لب الخلاف ونقطة ضعف إستغلتها معظم الدول للتفرقة والإستحواذ على خيرات الأمة..أما الإسلام فهو مشروع وحدوي من البنغال إلى الأطلسي.لذلك فهو يختلف على الإنتماء القومي..
234,1169356618301132803,0.0,C,C,"@abd_ml1 @LoungeTrabya ماشاء الله 
القصمان بين ليله وضحاها تاجر كبير."
235,1123735310096007169,0.0,C,C,@ramla2018 المغرب عزيز على العرب وكلامك يمثلك فقط .لا تعممين على غيرك
236,1152710755696951296,0.0,C,C,@medhatshlaby ماشوف فيها شي ابدا ،، امراءه تدخن حسسيتني انها مسويه جريمه كبررررى عادي جدداااااااا الحين المراءه تسوي اشياء اكثر من التدخين جت على التدخين
237,1177331453178318851,0.0,C,C,"@abdulmorad4453 سروري مدخلي سلفي جامي كلهم سنه

انا وانت وغيرنا كثير كلنا مؤمنين مسلمين
دعهم في غيهم يعمهون."
238,1122240617596227584,0.0,C,C,"@MawTasfiatarbia حفظ الله المشايخ السلفيين المخلصين الذين لم يبدلوا و أطال أعمارهم في طاعته وختم لنا ولهم بالحسنى .

وجزى الله إخواننا القائمين على منتدى التصفية والتربية خير الجزاء"
240,1159612987222745089,0.0,C,C,@aloqeliy انت عايش بوهم الرجال حسمت الموقف
